Date,5 YR,AAA,AA,BBB,HY
2001-11-30,4.08,4.8,5.01,6.86,12.67
2001-12-03,4.04,4.77,5.0,6.83,12.62
2001-12-04,3.99,4.73,4.95,6.79,12.66
2001-12-05,4.24,4.97,5.18,7.0,12.66
2001-12-06,4.38,5.05,5.25,7.07,12.68
2001-12-07,4.5,5.13,5.34,7.17,12.7
2001-12-10,4.46,5.07,5.28,7.15,12.83
2001-12-11,4.38,5.0,5.21,7.13,12.86
2001-12-12,4.29,4.94,5.14,7.06,12.89
2001-12-13,4.4,5.12,5.27,7.16,12.92
2001-12-14,4.52,5.17,5.34,7.23,13.01
2001-12-17,4.54,5.2,5.36,7.25,12.96
2001-12-18,4.46,5.11,5.27,7.17,12.93
2001-12-19,4.38,5.06,5.22,7.1,12.94
2001-12-20,4.42,5.08,5.25,7.11,12.93
2001-12-21,4.45,5.1,5.25,7.12,12.92
2001-12-24,4.49,5.13,5.28,7.16,12.94
2001-12-26,4.55,5.18,5.33,7.2,12.95
2001-12-27,4.46,5.1,5.23,7.12,12.93
2001-12-28,4.46,5.05,5.24,7.14,12.95
2001-12-31,4.38,5.04,5.18,6.99,12.81
2002-01-02,4.52,5.16,5.3,7.1,12.8
2002-01-03,4.48,5.14,5.27,7.05,12.69
2002-01-04,4.5,5.13,5.27,7.03,12.65
2002-01-07,4.39,5.02,5.17,6.94,12.61
2002-01-08,4.39,5.04,5.19,6.96,12.61
2002-01-09,4.38,5.01,5.17,6.95,12.59
2002-01-10,4.27,4.92,5.07,6.86,12.52
2002-01-11,4.14,4.79,4.93,6.78,12.51
2002-01-14,4.15,4.81,4.94,6.78,12.51
2002-01-15,4.14,4.79,4.91,6.74,12.56
2002-01-16,4.16,4.82,4.95,6.77,12.59
2002-01-17,4.28,4.91,5.04,6.86,12.63
2002-01-18,4.23,4.86,4.98,6.81,12.64
2002-01-22,4.27,4.88,5.0,6.83,12.66
2002-01-23,4.36,4.97,5.08,6.93,12.69
2002-01-24,4.4,5.01,5.1,6.93,12.69
2002-01-25,4.46,5.04,5.14,6.95,12.69
2002-01-28,4.48,5.04,5.13,6.94,12.66
2002-01-29,4.35,4.93,5.03,6.85,12.69
2002-01-30,4.37,4.99,5.1,6.92,12.72
2002-01-31,4.42,5.14,5.24,6.99,12.42
2002-02-01,4.37,5.08,5.17,6.93,12.26
2002-02-04,4.29,5.01,5.1,6.91,12.27
2002-02-05,4.29,5.01,5.11,7.02,12.33
2002-02-06,4.3,5.02,5.12,7.07,12.4
2002-02-07,4.33,5.03,5.13,7.1,12.41
2002-02-08,4.28,4.99,5.07,7.02,12.41
2002-02-11,4.29,5.0,5.09,7.07,12.43
2002-02-12,4.36,5.06,5.15,7.12,12.45
2002-02-13,4.4,5.1,5.18,7.14,12.44
2002-02-14,4.35,5.07,5.15,7.08,12.48
2002-02-15,4.27,4.99,5.05,7.03,12.43
2002-02-19,4.28,4.99,5.06,7.07,12.45
2002-02-20,4.28,4.99,5.06,7.09,12.52
2002-02-21,4.27,4.98,5.06,7.08,12.52
2002-02-22,4.23,4.94,5.02,7.05,12.56
2002-02-25,4.26,4.96,5.04,7.04,12.61
2002-02-26,4.33,5.02,5.1,7.08,12.62
2002-02-27,4.22,4.94,5.0,6.99,12.58
2002-02-28,4.27,5.12,5.11,7.05,12.53
2002-03-01,4.43,5.21,5.2,7.12,12.47
2002-03-04,4.43,5.24,5.23,7.14,12.43
2002-03-05,4.44,5.25,5.23,7.14,12.35
2002-03-06,4.45,5.25,5.25,7.14,12.31
2002-03-07,4.65,5.41,5.41,7.27,12.24
2002-03-08,4.77,5.52,5.52,7.35,12.19
2002-03-11,4.77,5.51,5.51,7.35,12.17
2002-03-12,4.75,5.49,5.49,7.34,12.14
2002-03-13,4.69,5.44,5.44,7.32,12.13
2002-03-14,4.83,5.56,5.57,7.44,12.13
2002-03-15,4.8,5.54,5.55,7.38,12.07
2002-03-18,4.79,5.52,5.52,7.37,12.06
2002-03-19,4.78,5.52,5.53,7.38,12.04
2002-03-20,4.87,5.6,5.61,7.44,12.02
2002-03-21,4.88,5.62,5.6,7.43,12.04
2002-03-22,4.9,5.64,5.63,7.44,12.05
2002-03-25,4.92,5.66,5.64,7.46,12.04
2002-03-26,4.85,5.58,5.57,7.4,12.04
2002-03-27,4.85,5.57,5.56,7.41,12.03
2002-03-28,4.91,5.62,5.62,7.48,12.06
2002-04-01,4.93,5.77,5.65,7.52,11.98
2002-04-02,4.84,5.68,5.57,7.45,11.95
2002-04-03,4.76,5.6,5.48,7.37,11.96
2002-04-04,4.76,5.61,5.48,7.38,11.97
2002-04-05,4.68,5.54,5.41,7.32,11.94
2002-04-08,4.7,5.56,5.44,7.35,11.93
2002-04-09,4.67,5.53,5.4,7.32,11.92
2002-04-10,4.68,5.53,5.4,7.34,11.88
2002-04-11,4.66,5.52,5.39,7.36,11.88
2002-04-12,4.6,5.48,5.33,7.32,11.92
2002-04-15,4.57,5.44,5.3,7.28,11.89
2002-04-16,4.62,5.54,5.34,7.31,11.87
2002-04-17,4.64,5.56,5.35,7.3,11.83
2002-04-18,4.64,5.54,5.34,7.25,11.8
2002-04-19,4.62,5.52,5.32,7.25,11.8
2002-04-22,4.62,5.5,5.29,7.34,11.82
2002-04-23,4.62,5.5,5.3,7.4,11.81
2002-04-24,4.53,5.43,5.22,7.34,11.77
2002-04-25,4.52,5.41,5.21,7.36,11.77
2002-04-26,4.49,5.39,5.23,7.33,11.76
2002-04-29,4.55,5.42,5.27,7.46,11.74
2002-04-30,4.53,5.43,5.37,7.48,11.46
2002-05-01,4.49,5.39,5.33,7.52,11.41
2002-05-02,4.54,5.42,5.36,7.57,11.45
2002-05-03,4.48,5.35,5.3,7.49,11.46
2002-05-06,4.5,5.37,5.31,7.53,11.49
2002-05-07,4.43,5.34,5.31,7.52,11.53
2002-05-08,4.58,5.47,5.43,7.6,11.54
2002-05-09,4.53,5.43,5.38,7.57,11.5
2002-05-10,4.46,5.36,5.31,7.51,11.51
2002-05-13,4.54,5.44,5.39,7.6,11.58
2002-05-14,4.64,5.51,5.47,7.69,11.59
2002-05-15,4.59,5.47,5.42,7.61,11.58
2002-05-16,4.52,5.4,5.35,7.57,11.63
2002-05-17,4.6,5.47,5.42,7.63,11.66
2002-05-20,4.53,5.41,5.35,7.56,11.67
2002-05-21,4.49,5.36,5.28,7.51,11.65
2002-05-22,4.43,5.31,5.23,7.46,11.64
2002-05-23,4.46,5.35,5.28,7.48,11.62
2002-05-24,4.47,5.35,5.26,7.46,11.62
2002-05-28,4.46,5.35,5.26,7.41,11.6
2002-05-29,4.41,5.33,5.19,7.34,11.6
2002-05-30,4.36,5.3,5.13,7.32,11.62
2002-05-31,4.37,5.4,5.19,6.96,11.76
2002-06-03,4.36,5.37,5.16,6.94,11.71
2002-06-04,4.31,5.33,5.13,6.9,11.75
2002-06-05,4.35,5.35,5.15,6.92,11.74
2002-06-06,4.3,5.32,5.12,6.9,11.75
2002-06-07,4.36,5.36,5.16,6.98,11.85
2002-06-10,4.34,5.34,5.15,6.95,11.9
2002-06-11,4.29,5.28,5.09,6.93,11.94
2002-06-12,4.24,5.23,5.06,6.93,12.02
2002-06-13,4.2,5.22,5.04,6.88,12.02
2002-06-14,4.1,5.12,4.95,6.82,12.09
2002-06-17,4.14,5.16,4.98,6.84,12.07
2002-06-18,4.13,5.15,4.96,6.84,12.05
2002-06-19,4.01,5.04,4.86,6.76,12.06
2002-06-20,4.11,5.13,4.97,6.89,12.14
2002-06-21,4.06,5.07,4.91,6.84,12.26
2002-06-24,4.13,5.13,5.0,6.96,12.38
2002-06-25,4.13,5.13,4.98,6.94,12.45
2002-06-26,3.99,5.02,4.91,7.0,13.1
2002-06-27,4.08,5.11,5.0,7.09,13.27
2002-06-28,4.09,5.17,5.05,7.14,13.37
2002-07-01,4.08,5.21,5.02,7.11,12.91
2002-07-02,3.99,5.14,4.95,7.14,13.05
2002-07-03,4.0,5.21,4.94,7.15,13.13
2002-07-05,4.13,5.31,5.05,7.25,13.2
2002-07-08,4.07,5.27,5.0,7.18,13.18
2002-07-09,3.98,5.19,4.91,7.08,13.08
2002-07-10,3.85,5.09,4.81,6.98,13.06
2002-07-11,3.86,5.07,4.81,7.03,13.22
2002-07-12,3.82,5.04,4.78,7.0,13.2
2002-07-15,3.85,5.05,4.78,7.07,13.14
2002-07-16,3.93,5.14,4.88,7.19,13.17
2002-07-17,3.89,5.16,4.87,7.14,13.17
2002-07-18,3.82,5.04,4.76,7.09,13.19
2002-07-19,3.76,5.0,4.73,7.12,13.24
2002-07-22,3.65,4.9,4.65,7.11,13.26
2002-07-23,3.59,4.86,4.7,7.16,13.43
2002-07-24,3.6,4.96,4.81,7.34,13.65
2002-07-25,3.51,4.93,4.77,7.34,13.64
2002-07-26,3.46,4.91,4.76,7.39,13.74
2002-07-29,3.68,5.06,4.92,7.59,13.8
2002-07-30,3.71,5.1,4.93,7.59,13.82
2002-07-31,3.53,4.99,4.79,7.31,13.45
2002-08-01,3.46,4.93,4.71,7.2,13.2
2002-08-02,3.27,4.7,4.56,7.14,13.28
2002-08-05,3.21,4.66,4.55,7.24,13.38
2002-08-06,3.36,4.8,4.7,7.37,13.41
2002-08-07,3.24,4.7,4.58,7.27,13.4
2002-08-08,3.35,4.79,4.67,7.36,13.46
2002-08-09,3.28,4.7,4.59,7.32,13.42
2002-08-12,3.24,4.66,4.58,7.29,13.47
2002-08-13,3.15,4.58,4.5,7.21,13.53
2002-08-14,3.19,4.6,4.51,7.19,13.62
2002-08-15,3.28,4.69,4.6,7.22,13.51
2002-08-16,3.41,4.79,4.7,7.33,13.56
2002-08-19,3.4,4.77,4.67,7.27,13.55
2002-08-20,3.25,4.65,4.53,7.05,13.42
2002-08-21,3.28,4.66,4.54,7.04,13.39
2002-08-22,3.37,4.74,4.63,7.08,13.25
2002-08-23,3.31,4.67,4.56,7.02,13.15
2002-08-26,3.29,4.66,4.54,6.98,13.05
2002-08-27,3.37,4.72,4.61,7.02,13.0
2002-08-28,3.31,4.67,4.55,6.96,12.96
2002-08-29,3.24,4.62,4.49,6.93,12.95
2002-08-30,3.22,4.6,4.48,6.9,12.93
2002-09-03,3.04,4.49,4.37,6.82,13.06
2002-09-04,3.02,4.47,4.35,6.83,13.03
2002-09-05,2.95,4.42,4.31,6.78,13.05
2002-09-06,3.1,4.56,4.43,6.9,13.05
2002-09-09,3.11,4.57,4.45,6.91,13.07
2002-09-10,3.08,4.54,4.4,6.85,13.04
2002-09-11,3.15,4.63,4.5,6.93,13.03
2002-09-12,3.07,4.53,4.39,6.8,12.96
2002-09-13,3.0,4.48,4.34,6.73,12.93
2002-09-16,3.0,4.44,4.31,6.68,12.85
2002-09-17,2.97,4.44,4.3,6.65,12.83
2002-09-18,2.96,4.42,4.3,6.64,12.87
2002-09-19,2.87,4.35,4.22,6.62,12.96
2002-09-20,2.86,4.35,4.22,6.65,13.05
2002-09-23,2.76,4.28,4.15,6.64,13.17
2002-09-24,2.76,4.27,4.15,6.71,13.32
2002-09-25,2.83,4.36,4.25,6.77,13.34
2002-09-26,2.86,4.37,4.24,6.74,13.33
2002-09-27,2.74,4.35,4.16,6.67,13.38
2002-09-30,2.63,4.33,4.07,6.72,13.36
2002-10-01,2.75,4.41,4.15,6.78,13.39
2002-10-02,2.74,4.41,4.15,6.76,13.42
2002-10-03,2.74,4.4,4.14,6.77,13.48
2002-10-04,2.73,4.43,4.18,6.88,13.55
2002-10-07,2.67,4.39,4.16,6.93,13.67
2002-10-08,2.7,4.42,4.19,7.1,13.83
2002-10-09,2.65,4.36,4.15,7.21,14.06
2002-10-10,2.68,4.54,4.23,7.3,14.14
2002-10-11,2.83,4.61,4.33,7.3,14.14
2002-10-15,3.11,4.79,4.49,7.39,14.0
2002-10-16,3.11,4.81,4.51,7.45,14.03
2002-10-17,3.2,4.89,4.58,7.52,14.03
2002-10-18,3.17,4.89,4.59,7.53,14.04
2002-10-21,3.28,4.96,4.64,7.58,14.01
2002-10-22,3.29,4.98,4.65,7.58,14.01
2002-10-23,3.26,4.97,4.63,7.56,14.0
2002-10-24,3.18,4.87,4.53,7.42,13.91
2002-10-25,3.1,4.81,4.46,7.34,13.87
2002-10-28,3.03,4.71,4.4,7.26,13.81
2002-10-29,2.89,4.57,4.25,7.1,13.75
2002-10-30,2.87,4.57,4.25,7.11,13.72
2002-10-31,2.81,4.46,4.16,6.94,13.66
2002-11-01,2.92,4.52,4.22,6.96,13.59
2002-11-04,3.0,4.57,4.27,6.94,13.49
2002-11-05,3.0,4.6,4.28,6.91,13.41
2002-11-06,3.01,4.56,4.21,6.82,13.28
2002-11-07,2.86,4.45,4.09,6.67,13.19
2002-11-08,2.87,4.43,4.07,6.64,13.19
2002-11-12,2.83,4.33,4.04,6.66,13.16
2002-11-13,2.82,4.32,4.03,6.64,13.11
2002-11-14,3.01,4.47,4.19,6.71,13.12
2002-11-15,3.05,4.48,4.2,6.63,12.98
2002-11-18,3.04,4.45,4.16,6.54,12.87
2002-11-19,3.02,4.41,4.14,6.49,12.78
2002-11-20,3.13,4.5,4.25,6.54,12.66
2002-11-21,3.2,4.56,4.3,6.53,12.5
2002-11-22,3.26,4.59,4.32,6.54,12.43
2002-11-25,3.26,4.58,4.32,6.54,12.38
2002-11-26,3.14,4.49,4.22,6.47,12.41
2002-11-27,3.34,4.61,4.35,6.61,12.39
2002-11-29,3.28,4.59,4.32,6.57,12.41
2002-12-02,3.31,4.63,4.28,6.48,12.17
2002-12-03,3.33,4.64,4.28,6.53,12.16
2002-12-04,3.25,4.6,4.22,6.5,12.22
2002-12-05,3.19,4.55,4.18,6.45,12.26
2002-12-06,3.13,4.51,4.13,6.41,12.31
2002-12-09,3.08,4.46,4.09,6.4,12.35
2002-12-10,3.07,4.45,4.08,6.41,12.31
2002-12-11,3.02,4.41,4.04,6.34,12.31
2002-12-12,3.03,4.41,4.04,6.32,12.29
2002-12-13,3.08,4.46,4.08,6.36,12.26
2002-12-16,3.14,4.49,4.11,6.37,12.21
2002-12-17,3.11,4.47,4.06,6.29,12.2
2002-12-18,3.03,4.4,4.0,6.22,12.17
2002-12-19,2.91,4.31,3.91,6.14,12.16
2002-12-20,2.93,4.31,3.91,6.14,12.12
2002-12-23,2.95,4.32,3.92,6.15,12.13
2002-12-24,2.92,4.28,3.88,6.11,12.11
2002-12-26,2.89,4.26,3.86,6.1,12.1
2002-12-27,2.79,4.17,3.77,6.01,12.09
2002-12-30,2.76,4.14,3.74,5.98,12.08
2002-12-31,2.78,4.23,3.73,6.0,11.93
2003-01-02,3.05,4.41,3.9,6.17,11.89
2003-01-03,3.03,4.41,3.92,6.14,11.81
2003-01-06,3.1,4.43,3.94,6.14,11.7
2003-01-07,3.04,4.37,3.88,6.07,11.5
2003-01-08,3.01,4.31,3.84,6.02,11.38
2003-01-09,3.23,4.46,3.99,6.14,11.34
2003-01-10,3.2,4.45,3.97,6.09,11.3
2003-01-13,3.17,4.41,3.93,6.04,11.26
2003-01-14,3.1,4.36,3.88,6.01,11.26
2003-01-15,3.1,4.35,3.87,6.0,11.23
2003-01-16,3.11,4.35,3.87,6.03,11.27
2003-01-17,3.05,4.28,3.82,5.99,11.32
2003-01-21,3.0,4.28,3.79,5.96,11.31
2003-01-22,2.94,4.24,3.73,5.93,11.35
2003-01-23,2.97,4.26,3.76,5.93,11.31
2003-01-24,2.93,4.21,3.71,5.9,11.31
2003-01-27,2.97,4.27,3.75,5.96,11.44
2003-01-28,2.99,4.28,3.76,5.95,11.43
2003-01-29,3.07,4.32,3.81,6.01,11.45
2003-01-30,3.02,4.27,3.77,5.94,11.42
2003-01-31,3.02,4.33,3.78,5.95,11.49
2003-02-03,3.05,4.32,3.78,5.94,11.42
2003-02-04,2.99,4.26,3.71,5.89,11.43
2003-02-05,3.07,4.32,3.77,5.93,11.46
2003-02-06,3.02,4.24,3.71,5.88,11.5
2003-02-07,2.97,4.21,3.67,5.84,11.5
2003-02-10,3.03,4.26,3.71,5.89,11.54
2003-02-11,3.0,4.23,3.69,5.85,11.52
2003-02-12,2.92,4.22,3.66,5.81,11.59
2003-02-13,2.85,4.17,3.59,5.78,11.7
2003-02-14,2.91,4.24,3.65,5.85,11.71
2003-02-18,2.92,4.22,3.65,5.84,11.65
2003-02-19,2.87,4.16,3.59,5.76,11.56
2003-02-20,2.82,4.13,3.56,5.72,11.5
2003-02-21,2.86,4.16,3.58,5.75,11.45
2003-02-24,2.82,4.12,3.53,5.71,11.41
2003-02-25,2.77,4.08,3.5,5.69,11.4
2003-02-26,2.75,4.06,3.48,5.66,11.37
2003-02-27,2.75,4.05,3.47,5.64,11.33
2003-02-28,2.69,4.02,3.48,5.62,11.29
2003-03-03,2.66,3.99,3.44,5.56,11.18
2003-03-04,2.62,3.96,3.41,5.57,11.17
2003-03-05,2.58,3.94,3.38,5.58,11.16
2003-03-06,2.63,3.95,3.41,5.61,11.17
2003-03-07,2.56,3.91,3.36,5.62,11.16
2003-03-10,2.51,3.88,3.3,5.58,11.13
2003-03-11,2.54,3.9,3.33,5.63,11.11
2003-03-12,2.57,3.92,3.35,5.66,11.14
2003-03-13,2.75,4.06,3.49,5.76,11.13
2003-03-14,2.72,4.02,3.47,5.73,11.11
2003-03-17,2.82,4.08,3.54,5.8,11.08
2003-03-18,2.93,4.16,3.63,5.84,11.03
2003-03-19,2.98,4.21,3.67,5.89,11.06
2003-03-20,3.02,4.23,3.69,5.91,11.05
2003-03-21,3.12,4.3,3.77,5.94,10.99
2003-03-24,2.98,4.19,3.65,5.84,10.99
2003-03-25,2.97,4.18,3.64,5.82,10.98
2003-03-26,2.94,4.16,3.62,5.76,10.93
2003-03-27,2.92,4.14,3.58,5.72,10.88
2003-03-28,2.86,4.09,3.54,5.67,10.82
2003-03-31,2.78,4.06,3.47,5.64,10.77
2003-04-01,2.78,4.04,3.45,5.61,10.63
2003-04-02,2.89,4.13,3.55,5.66,10.5
2003-04-03,2.87,4.11,3.52,5.61,10.42
2003-04-04,2.88,4.11,3.53,5.65,10.37
2003-04-07,2.99,4.18,3.61,5.68,10.32
2003-04-08,2.91,4.11,3.53,5.63,10.35
2003-04-09,2.87,4.07,3.5,5.6,10.41
2003-04-10,2.89,4.1,3.53,5.64,10.41
2003-04-11,2.95,4.14,3.58,5.67,10.38
2003-04-14,3.02,4.18,3.61,5.7,10.35
2003-04-15,2.96,4.15,3.58,5.61,10.25
2003-04-16,2.95,4.11,3.56,5.54,10.2
2003-04-17,2.99,4.12,3.57,5.54,10.16
2003-04-21,3.03,4.12,3.57,5.52,10.12
2003-04-22,3.01,4.11,3.56,5.49,10.06
2003-04-23,3.02,4.12,3.57,5.44,9.92
2003-04-24,2.92,4.02,3.48,5.35,9.82
2003-04-25,2.88,3.99,3.44,5.32,9.77
2003-04-28,2.9,4.0,3.45,5.32,9.74
2003-04-29,2.94,4.03,3.47,5.33,9.67
2003-04-30,2.85,3.98,3.4,5.27,9.51
2003-05-01,2.82,3.96,3.37,5.24,9.42
2003-05-02,2.9,4.01,3.42,5.25,9.37
2003-05-05,2.87,3.98,3.39,5.21,9.33
2003-05-06,2.76,3.92,3.29,5.11,9.33
2003-05-07,2.64,3.82,3.22,5.02,9.35
2003-05-08,2.62,3.83,3.2,5.01,9.42
2003-05-09,2.61,3.84,3.2,5.01,9.4
2003-05-12,2.58,3.8,3.17,4.99,9.36
2003-05-13,2.58,3.79,3.17,5.0,9.34
2003-05-14,2.47,3.72,3.11,4.94,9.37
2003-05-15,2.52,3.76,3.15,4.97,9.32
2003-05-16,2.43,3.69,3.07,4.9,9.31
2003-05-19,2.41,3.66,3.03,4.89,9.33
2003-05-20,2.34,3.6,2.97,4.83,9.37
2003-05-21,2.37,3.65,3.02,4.88,9.43
2003-05-22,2.32,3.6,3.0,4.82,9.44
2003-05-23,2.33,3.6,2.99,4.8,9.44
2003-05-27,2.34,3.62,2.99,4.82,9.5
2003-05-28,2.35,3.63,3.01,4.82,9.5
2003-05-29,2.27,3.56,2.95,4.75,9.42
2003-05-30,2.3,3.58,2.97,4.75,9.37
2003-06-02,2.37,3.65,3.04,4.81,9.32
2003-06-03,2.25,3.57,2.95,4.73,9.3
2003-06-04,2.19,3.53,2.91,4.7,9.22
2003-06-05,2.25,3.57,2.95,4.72,9.16
2003-06-06,2.29,3.58,2.96,4.73,9.08
2003-06-09,2.2,3.5,2.88,4.64,9.04
2003-06-10,2.12,3.42,2.8,4.56,9.01
2003-06-11,2.16,3.43,2.81,4.56,8.95
2003-06-12,2.1,3.4,2.78,4.53,8.9
2003-06-13,2.08,3.35,2.73,4.47,8.82
2003-06-16,2.14,3.41,2.78,4.51,8.74
2003-06-17,2.26,3.48,2.87,4.57,8.67
2003-06-18,2.34,3.55,2.93,4.63,8.65
2003-06-19,2.28,3.51,2.88,4.61,8.66
2003-06-20,2.31,3.56,2.92,4.66,8.68
2003-06-23,2.24,3.48,2.84,4.6,8.74
2003-06-24,2.21,3.45,2.8,4.56,8.77
2003-06-25,2.32,3.55,2.91,4.65,8.75
2003-06-26,2.49,3.69,3.06,4.79,8.78
2003-06-27,2.52,3.7,3.07,4.8,8.81
2003-06-30,2.46,3.67,3.04,4.78,8.91
2003-07-01,2.48,3.69,3.05,4.81,8.94
2003-07-02,2.47,3.66,3.03,4.78,8.94
2003-07-03,2.55,3.74,3.09,4.84,8.96
2003-07-07,2.63,3.78,3.13,4.88,8.95
2003-07-08,2.65,3.8,3.16,4.89,8.9
2003-07-09,2.63,3.78,3.14,4.87,8.87
2003-07-10,2.59,3.75,3.11,4.83,8.87
2003-07-11,2.52,3.71,3.07,4.8,8.86
2003-07-14,2.6,3.77,3.12,4.85,8.84
2003-07-15,2.81,3.92,3.27,4.99,8.81
2003-07-16,2.87,3.96,3.31,5.01,8.87
2003-07-17,2.88,3.96,3.31,5.01,8.87
2003-07-18,2.93,3.98,3.32,5.01,8.9
2003-07-21,3.1,4.13,3.47,5.17,8.91
2003-07-22,3.07,4.1,3.44,5.13,8.96
2003-07-23,3.04,4.06,3.4,5.08,8.97
2003-07-24,3.08,4.1,3.43,5.1,8.99
2003-07-25,3.1,4.1,3.43,5.11,9.02
2003-07-28,3.21,4.19,3.51,5.21,9.05
2003-07-29,3.33,4.28,3.6,5.31,9.14
2003-07-30,3.27,4.24,3.57,5.27,9.26
2003-07-31,3.38,4.4,3.81,5.52,9.3
2003-08-01,3.37,4.37,3.82,5.5,9.37
2003-08-04,3.24,4.31,3.72,5.41,9.35
2003-08-05,3.37,4.41,3.86,5.54,9.42
2003-08-06,3.25,4.3,3.75,5.43,9.54
2003-08-07,3.19,4.26,3.7,5.39,9.57
2003-08-08,3.17,4.24,3.69,5.37,9.55
2003-08-11,3.26,4.3,3.75,5.44,9.57
2003-08-12,3.23,4.27,3.72,5.41,9.58
2003-08-13,3.43,4.45,3.89,5.59,9.63
2003-08-14,3.42,4.5,3.93,5.62,9.73
2003-08-15,3.42,4.44,3.87,5.56,9.69
2003-08-18,3.37,4.4,3.84,5.52,9.64
2003-08-19,3.27,4.31,3.75,5.43,9.48
2003-08-20,3.35,4.35,3.8,5.46,9.37
2003-08-21,3.51,4.44,3.9,5.53,9.28
2003-08-22,3.47,4.39,3.85,5.48,9.24
2003-08-25,3.52,4.45,3.91,5.54,9.22
2003-08-26,3.5,4.41,3.87,5.5,9.2
2003-08-27,3.55,4.46,3.92,5.54,9.15
2003-08-28,3.42,4.35,3.81,5.43,9.09
2003-08-29,3.46,4.37,3.83,5.44,9.03
2003-09-02,3.63,4.44,3.98,5.56,9.01
2003-09-03,3.61,4.44,3.96,5.55,8.96
2003-09-04,3.5,4.35,3.87,5.48,8.95
2003-09-05,3.28,4.19,3.7,5.32,8.94
2003-09-08,3.32,4.23,3.72,5.35,8.9
2003-09-09,3.28,4.2,3.69,5.32,8.84
2003-09-10,3.18,4.12,3.6,5.22,8.83
2003-09-11,3.24,4.17,3.66,5.28,8.84
2003-09-12,3.15,4.11,3.59,5.21,8.83
2003-09-15,3.12,4.05,3.54,5.16,8.8
2003-09-16,3.12,4.08,3.57,5.18,8.8
2003-09-17,3.06,4.02,3.51,5.09,8.73
2003-09-18,3.09,4.03,3.53,5.1,8.67
2003-09-19,3.11,4.03,3.53,5.08,8.63
2003-09-22,3.16,4.06,3.56,5.13,8.66
2003-09-23,3.13,4.04,3.54,5.12,8.7
2003-09-24,3.07,3.98,3.48,5.06,8.66
2003-09-25,3.05,3.97,3.47,5.03,8.65
2003-09-26,2.95,3.9,3.39,4.96,8.64
2003-09-29,2.98,3.93,3.42,4.99,8.62
2003-09-30,2.85,3.82,3.32,4.9,8.61
2003-10-01,2.84,3.8,3.3,4.89,8.56
2003-10-02,2.9,3.86,3.35,4.94,8.53
2003-10-03,3.12,4.03,3.53,5.12,8.55
2003-10-06,3.06,3.98,3.47,5.06,8.55
2003-10-07,3.15,4.05,3.54,5.14,8.52
2003-10-08,3.14,4.04,3.53,5.13,8.48
2003-10-09,3.17,4.08,3.58,5.16,8.46
2003-10-10,3.15,4.03,3.53,5.11,8.42
2003-10-14,3.23,4.1,3.61,5.18,8.38
2003-10-15,3.3,4.15,3.66,5.21,8.3
2003-10-16,3.4,4.24,3.77,5.27,8.27
2003-10-17,3.33,4.17,3.7,5.19,8.26
2003-10-20,3.33,4.15,3.68,5.17,8.24
2003-10-21,3.31,4.14,3.68,5.2,8.22
2003-10-22,3.21,4.08,3.59,5.14,8.27
2003-10-23,3.24,4.11,3.62,5.17,8.31
2003-10-24,3.13,4.01,3.53,5.08,8.27
2003-10-27,3.21,4.07,3.58,5.12,8.25
2003-10-28,3.11,3.98,3.49,5.03,8.23
2003-10-29,3.2,4.06,3.57,5.1,8.2
2003-10-30,3.29,4.12,3.64,5.16,8.2
2003-10-31,3.27,4.1,3.66,5.17,8.25
2003-11-03,3.34,4.15,3.72,5.22,8.22
2003-11-04,3.28,4.11,3.66,5.17,8.2
2003-11-05,3.35,4.17,3.73,5.24,8.2
2003-11-06,3.43,4.21,3.79,5.31,8.2
2003-11-07,3.47,4.25,3.83,5.33,8.21
2003-11-10,3.49,4.26,3.85,5.34,8.2
2003-11-12,3.45,4.22,3.81,5.25,8.2
2003-11-13,3.29,4.09,3.67,5.1,8.19
2003-11-14,3.19,4.03,3.6,5.03,8.17
2003-11-17,3.14,3.97,3.54,4.98,8.11
2003-11-18,3.14,3.97,3.55,4.96,8.09
2003-11-19,3.22,4.03,3.61,5.03,8.08
2003-11-20,3.14,3.97,3.54,4.98,8.12
2003-11-21,3.15,3.96,3.54,4.97,8.1
2003-11-24,3.24,4.03,3.62,5.03,8.1
2003-11-25,3.2,4.0,3.59,4.99,8.02
2003-11-26,3.27,4.06,3.65,5.04,8.01
2003-11-28,3.38,4.13,3.72,5.11,8.0
2003-12-01,3.46,4.23,3.82,5.2,8.05
2003-12-02,3.43,4.21,3.79,5.17,8.01
2003-12-03,3.46,4.23,3.82,5.18,7.95
2003-12-04,3.42,4.2,3.78,5.12,7.9
2003-12-05,3.23,4.05,3.61,4.98,7.84
2003-12-08,3.28,4.1,3.66,5.03,7.82
2003-12-09,3.33,4.16,3.72,5.09,7.8
2003-12-10,3.28,4.12,3.68,5.05,7.79
2003-12-11,3.21,4.04,3.59,4.98,7.81
2003-12-12,3.23,4.05,3.6,4.97,7.8
2003-12-15,3.26,4.06,3.62,4.97,7.76
2003-12-16,3.21,4.02,3.58,4.95,7.75
2003-12-17,3.18,3.99,3.55,4.91,7.74
2003-12-18,3.17,3.97,3.53,4.88,7.72
2003-12-19,3.16,3.96,3.52,4.85,7.7
2003-12-22,3.19,3.98,3.55,4.87,7.68
2003-12-23,3.3,4.06,3.64,4.96,7.66
2003-12-24,3.2,3.99,3.56,4.89,7.65
