Date,5 YR,AAA,AA,BBB,HY
1996-12-31,6.21,6.72,6.82,7.26,9.55
1997-01-02,6.3,6.8,6.92,7.36,9.57
1997-01-03,6.28,6.8,6.9,7.34,9.58
1997-01-06,6.3,6.8,6.92,7.37,9.61
1997-01-07,6.32,6.82,6.95,7.39,9.63
1997-01-08,6.34,6.84,6.97,7.41,9.63
1997-01-09,6.27,6.81,6.91,7.35,9.6
1997-01-10,6.4,6.9,7.03,7.44,9.64
1997-01-13,6.4,6.9,7.01,7.44,9.64
1997-01-14,6.3,6.83,6.93,7.35,9.59
1997-01-15,6.3,6.83,6.92,7.35,9.56
1997-01-16,6.33,6.84,6.96,7.39,9.56
1997-01-17,6.32,6.83,6.95,7.38,9.56
1997-01-21,6.29,6.82,6.91,7.34,9.53
1997-01-22,6.32,6.83,6.94,7.37,9.52
1997-01-23,6.35,6.86,6.97,7.4,9.53
1997-01-24,6.39,6.91,7.01,7.44,9.53
1997-01-27,6.42,6.96,7.06,7.48,9.54
1997-01-28,6.38,6.91,7.01,7.43,9.52
1997-01-29,6.38,6.9,7.01,7.43,9.49
1997-01-30,6.35,6.86,6.99,7.4,9.49
1997-01-31,6.26,6.81,6.91,7.33,9.49
1997-02-03,6.21,6.76,6.85,7.27,9.45
1997-02-04,6.19,6.74,6.83,7.25,9.44
1997-02-05,6.21,6.77,6.85,7.28,9.43
1997-02-06,6.22,6.77,6.86,7.28,9.42
1997-02-07,6.17,6.72,6.81,7.23,9.39
1997-02-10,6.16,6.72,6.8,7.23,9.37
1997-02-11,6.18,6.72,6.81,7.23,9.36
1997-02-12,6.19,6.74,6.82,7.24,9.35
1997-02-13,6.12,6.65,6.74,7.15,9.31
1997-02-14,6.07,6.57,6.68,7.1,9.27
1997-02-18,6.08,6.59,6.69,7.11,9.27
1997-02-19,6.1,6.62,6.72,7.14,9.26
1997-02-20,6.17,6.69,6.78,7.2,9.25
1997-02-21,6.16,6.69,6.78,7.19,9.23
1997-02-24,6.19,6.71,6.8,7.21,9.22
1997-02-25,6.2,6.72,6.81,7.22,9.21
1997-02-26,6.37,6.88,6.97,7.37,9.24
1997-02-27,6.4,6.9,6.99,7.39,9.27
1997-02-28,6.39,6.93,6.99,7.39,9.34
1997-03-03,6.41,6.94,7.0,7.4,9.32
1997-03-04,6.44,6.97,7.02,7.43,9.31
1997-03-05,6.43,6.96,7.01,7.42,9.32
1997-03-06,6.45,6.99,7.04,7.45,9.33
1997-03-07,6.39,6.94,6.99,7.39,9.31
1997-03-10,6.4,6.94,6.99,7.39,9.31
1997-03-11,6.4,6.94,7.0,7.4,9.3
1997-03-12,6.43,6.98,7.03,7.43,9.31
1997-03-13,6.55,7.09,7.14,7.54,9.35
1997-03-14,6.53,7.07,7.12,7.52,9.36
1997-03-17,6.55,7.08,7.13,7.53,9.37
1997-03-18,6.56,7.08,7.13,7.53,9.38
1997-03-19,6.58,7.11,7.15,7.55,9.41
1997-03-20,6.61,7.11,7.16,7.55,9.43
1997-03-21,6.61,7.11,7.16,7.55,9.44
1997-03-24,6.58,7.09,7.14,7.53,9.44
1997-03-25,6.63,7.13,7.17,7.56,9.45
1997-03-26,6.66,7.17,7.22,7.6,9.51
1997-03-27,6.76,7.27,7.32,7.7,9.58
1997-03-31,6.77,7.25,7.33,7.72,9.78
1997-04-01,6.74,7.23,7.3,7.69,9.8
1997-04-02,6.73,7.22,7.3,7.69,9.82
1997-04-03,6.72,7.21,7.28,7.68,9.83
1997-04-04,6.78,7.26,7.34,7.74,9.86
1997-04-07,6.73,7.21,7.29,7.69,9.82
1997-04-08,6.76,7.24,7.32,7.72,9.84
1997-04-09,6.77,7.24,7.32,7.72,9.83
1997-04-10,6.78,7.24,7.33,7.72,9.83
1997-04-11,6.85,7.31,7.4,7.79,9.87
1997-04-14,6.86,7.32,7.4,7.8,9.88
1997-04-15,6.76,7.22,7.3,7.7,9.81
1997-04-16,6.79,7.24,7.32,7.72,9.8
1997-04-17,6.75,7.2,7.28,7.67,9.79
1997-04-18,6.73,7.18,7.26,7.65,9.75
1997-04-21,6.76,7.21,7.29,7.69,9.75
1997-04-22,6.73,7.2,7.29,7.67,9.73
1997-04-23,6.78,7.24,7.34,7.72,9.74
1997-04-24,6.83,7.27,7.38,7.76,9.74
1997-04-25,6.83,7.29,7.39,7.77,9.74
1997-04-28,6.81,7.26,7.37,7.75,9.75
1997-04-29,6.64,7.12,7.23,7.6,9.69
1997-04-30,6.57,7.07,7.15,7.55,9.67
1997-05-01,6.55,7.04,7.12,7.52,9.61
1997-05-02,6.54,7.01,7.1,7.5,9.58
1997-05-05,6.54,7.01,7.11,7.5,9.55
1997-05-06,6.56,7.02,7.11,7.5,9.53
1997-05-07,6.63,7.08,7.18,7.57,9.55
1997-05-08,6.59,7.06,7.15,7.54,9.53
1997-05-09,6.51,7.0,7.09,7.48,9.48
1997-05-12,6.5,6.98,7.07,7.46,9.47
1997-05-13,6.6,7.04,7.13,7.52,9.44
1997-05-14,6.54,6.99,7.09,7.48,9.41
1997-05-15,6.52,6.99,7.08,7.47,9.38
1997-05-16,6.55,7.02,7.11,7.5,9.37
1997-05-19,6.57,7.03,7.13,7.51,9.37
1997-05-20,6.54,7.01,7.11,7.49,9.36
1997-05-21,6.57,7.05,7.15,7.53,9.38
1997-05-22,6.61,7.07,7.18,7.55,9.38
1997-05-23,6.59,7.06,7.17,7.54,9.36
1997-05-27,6.64,7.1,7.21,7.58,9.37
1997-05-28,6.65,7.11,7.22,7.58,9.37
1997-05-29,6.61,7.07,7.17,7.54,9.34
1997-05-30,6.51,7.0,7.1,7.48,9.3
1997-06-02,6.52,6.97,7.09,7.46,9.35
1997-06-03,6.49,6.94,7.06,7.43,9.33
1997-06-04,6.49,6.94,7.06,7.43,9.31
1997-06-05,6.49,6.94,7.06,7.43,9.3
1997-06-06,6.39,6.85,6.96,7.33,9.26
1997-06-09,6.44,6.89,7.0,7.37,9.22
1997-06-10,6.46,6.9,7.02,7.39,9.2
1997-06-11,6.45,6.89,7.01,7.38,9.18
1997-06-12,6.35,6.81,6.92,7.3,9.14
1997-06-13,6.3,6.77,6.89,7.26,9.12
1997-06-16,6.28,6.74,6.85,7.23,9.09
1997-06-17,6.31,6.77,6.88,7.25,9.08
1997-06-18,6.29,6.74,6.85,7.23,9.09
1997-06-19,6.29,6.74,6.85,7.23,9.1
1997-06-20,6.27,6.72,6.83,7.2,9.09
1997-06-23,6.3,6.75,6.85,7.23,9.11
1997-06-24,6.31,6.75,6.86,7.23,9.1
1997-06-25,6.34,6.78,6.9,7.27,9.08
1997-06-26,6.36,6.82,6.94,7.31,9.14
1997-06-27,6.35,6.79,6.91,7.28,9.13
1997-06-30,6.4,6.86,6.96,7.33,9.23
1997-07-01,6.33,6.8,6.9,7.27,9.2
1997-07-02,6.3,6.77,6.87,7.25,9.22
1997-07-03,6.2,6.66,6.78,7.15,9.19
1997-07-07,6.17,6.63,6.73,7.11,9.17
1997-07-08,6.17,6.64,6.73,7.11,9.16
1997-07-09,6.15,6.62,6.7,7.08,9.13
1997-07-10,6.15,6.62,6.71,7.09,9.12
1997-07-11,6.13,6.6,6.69,7.07,9.08
1997-07-14,6.16,6.62,6.71,7.09,9.06
1997-07-15,6.16,6.62,6.71,7.08,9.02
1997-07-16,6.11,6.56,6.65,7.03,8.98
1997-07-17,6.11,6.56,6.65,7.03,8.98
1997-07-18,6.16,6.59,6.69,7.06,8.99
1997-07-21,6.18,6.62,6.71,7.08,9.0
1997-07-22,6.07,6.51,6.6,6.97,8.95
1997-07-23,6.06,6.47,6.59,6.96,8.92
1997-07-24,6.06,6.5,6.6,6.97,8.92
1997-07-25,6.08,6.53,6.62,6.99,8.92
1997-07-28,6.06,6.46,6.58,6.95,8.89
1997-07-29,6.0,6.45,6.53,6.91,8.88
1997-07-30,5.95,6.42,6.48,6.87,8.85
1997-07-31,5.9,6.4,6.44,6.84,8.82
1997-08-01,6.08,6.55,6.63,7.01,8.85
1997-08-04,6.12,6.57,6.65,7.03,8.86
1997-08-05,6.13,6.58,6.66,7.04,8.86
1997-08-06,6.11,6.58,6.66,7.04,8.85
1997-08-07,6.14,6.6,6.68,7.05,8.85
1997-08-08,6.23,6.71,6.81,7.17,8.93
1997-08-11,6.2,6.71,6.8,7.17,8.93
1997-08-12,6.22,6.75,6.84,7.2,8.97
1997-08-13,6.19,6.71,6.8,7.17,8.96
1997-08-14,6.13,6.65,6.73,7.1,8.93
1997-08-15,6.1,6.64,6.72,7.09,8.91
1997-08-18,6.06,6.59,6.67,7.04,8.91
1997-08-19,6.07,6.59,6.67,7.04,8.9
1997-08-20,6.1,6.63,6.7,7.07,8.91
1997-08-21,6.15,6.65,6.76,7.12,8.93
1997-08-22,6.21,6.73,6.82,7.19,8.95
1997-08-25,6.25,6.75,6.84,7.2,8.96
1997-08-26,6.24,6.74,6.83,7.19,8.96
1997-08-27,6.23,6.74,6.83,7.2,8.97
1997-08-28,6.18,6.64,6.76,7.12,8.95
1997-08-29,6.22,6.69,6.79,7.16,8.96
1997-09-02,6.2,6.65,6.75,7.13,9.01
1997-09-03,6.21,6.68,6.78,7.16,9.01
1997-09-04,6.22,6.69,6.78,7.16,9.02
1997-09-05,6.24,6.72,6.8,7.19,9.03
1997-09-08,6.23,6.69,6.78,7.17,9.01
1997-09-09,6.24,6.71,6.79,7.18,9.01
1997-09-10,6.26,6.74,6.82,7.21,9.0
1997-09-11,6.27,6.77,6.84,7.23,9.01
1997-09-12,6.17,6.65,6.75,7.13,8.98
1997-09-15,6.17,6.66,6.73,7.12,8.96
1997-09-16,6.0,6.49,6.56,6.96,8.88
1997-09-17,5.99,6.45,6.55,6.94,8.83
1997-09-18,6.02,6.46,6.56,6.96,8.79
1997-09-19,6.01,6.48,6.54,6.94,8.77
1997-09-22,5.99,6.47,6.52,6.91,8.78
1997-09-23,6.02,6.45,6.55,6.95,8.77
1997-09-24,5.97,6.46,6.51,6.9,8.76
1997-09-25,6.04,6.5,6.58,6.98,8.78
1997-09-26,5.99,6.48,6.53,6.93,8.76
1997-09-29,5.99,6.44,6.54,6.94,8.77
1997-09-30,6.0,6.5,6.54,6.96,8.82
1997-10-01,5.93,6.46,6.48,6.89,8.77
1997-10-02,5.91,6.44,6.45,6.87,8.75
1997-10-03,5.89,6.42,6.43,6.85,8.72
1997-10-06,5.85,6.39,6.41,6.82,8.69
1997-10-07,5.82,6.37,6.39,6.79,8.67
1997-10-08,5.96,6.48,6.5,6.91,8.67
1997-10-09,5.98,6.49,6.52,6.93,8.71
1997-10-10,6.03,6.56,6.59,7.01,8.71
1997-10-14,5.97,6.48,6.51,6.92,8.71
1997-10-15,6.0,6.49,6.55,6.96,8.69
1997-10-16,6.0,6.48,6.55,6.96,8.69
1997-10-17,6.08,6.59,6.62,7.03,8.72
1997-10-20,6.07,6.56,6.59,7.01,8.72
1997-10-21,6.07,6.56,6.59,7.01,8.72
1997-10-22,6.06,6.54,6.59,6.99,8.72
1997-10-23,5.95,6.48,6.5,6.91,8.71
1997-10-24,5.94,6.45,6.46,6.88,8.71
1997-10-27,5.79,6.32,6.32,6.76,8.79
1997-10-28,5.89,6.44,6.46,6.89,8.94
1997-10-29,5.78,6.37,6.38,6.81,8.87
1997-10-30,5.73,6.32,6.32,6.76,8.87
1997-10-31,5.72,6.35,6.4,6.81,8.97
1997-11-03,5.79,6.44,6.47,6.9,8.96
1997-11-04,5.83,6.48,6.51,6.93,8.92
1997-11-05,5.84,6.47,6.51,6.93,8.89
1997-11-06,5.79,6.43,6.47,6.9,8.87
1997-11-07,5.81,6.43,6.47,6.9,8.88
1997-11-10,5.82,6.44,6.47,6.91,8.87
1997-11-12,5.81,6.43,6.46,6.89,8.86
1997-11-13,5.79,6.41,6.45,6.88,8.88
1997-11-14,5.8,6.41,6.44,6.87,8.89
1997-11-17,5.79,6.4,6.43,6.86,8.88
1997-11-18,5.8,6.4,6.44,6.86,8.87
1997-11-19,5.77,6.34,6.41,6.83,8.86
1997-11-20,5.8,6.38,6.43,6.86,8.87
1997-11-21,5.77,6.35,6.4,6.82,8.86
1997-11-24,5.81,6.41,6.44,6.87,8.86
1997-11-25,5.8,6.41,6.44,6.86,8.86
1997-11-26,5.82,6.41,6.45,6.88,8.85
1997-11-28,5.83,6.42,6.46,6.89,8.85
1997-12-01,5.83,6.4,6.46,6.89,8.91
1997-12-02,5.83,6.4,6.45,6.88,8.88
1997-12-03,5.8,6.38,6.43,6.85,8.86
1997-12-04,5.78,6.38,6.43,6.87,8.86
1997-12-05,5.87,6.44,6.49,6.94,8.87
1997-12-08,5.92,6.48,6.56,6.98,8.87
1997-12-09,5.9,6.47,6.54,6.96,8.87
1997-12-10,5.85,6.43,6.49,6.92,8.85
1997-12-11,5.77,6.36,6.42,6.84,8.83
1997-12-12,5.71,6.29,6.34,6.78,8.82
1997-12-15,5.74,6.32,6.39,6.81,8.8
1997-12-16,5.74,6.32,6.37,6.8,8.8
1997-12-17,5.77,6.35,6.41,6.83,8.82
1997-12-18,5.74,6.31,6.36,6.79,8.79
1997-12-19,5.7,6.26,6.3,6.75,8.79
1997-12-22,5.71,6.27,6.32,6.76,8.79
1997-12-23,5.71,6.27,6.32,6.77,8.8
1997-12-24,5.72,6.29,6.34,6.79,8.81
1997-12-26,5.72,6.29,6.34,6.78,8.81
1997-12-29,5.73,6.3,6.36,6.8,8.82
1997-12-30,5.76,6.35,6.4,6.84,8.83
1997-12-31,5.71,6.3,6.35,6.8,8.85
1998-01-02,5.63,6.23,6.27,6.73,8.81
1998-01-05,5.46,6.1,6.14,6.6,8.74
1998-01-06,5.41,6.07,6.11,6.57,8.72
1998-01-07,5.45,6.13,6.16,6.62,8.74
1998-01-08,5.34,6.06,6.08,6.55,8.7
1998-01-09,5.22,5.98,5.99,6.47,8.66
1998-01-12,5.24,5.97,6.0,6.47,8.66
1998-01-13,5.28,6.0,6.03,6.51,8.67
1998-01-14,5.33,6.03,6.06,6.54,8.66
1998-01-15,5.34,6.04,6.08,6.55,8.65
1998-01-16,5.42,6.11,6.14,6.62,8.65
1998-01-20,5.45,6.13,6.17,6.65,8.65
1998-01-21,5.41,6.1,6.14,6.62,8.62
1998-01-22,5.39,6.12,6.15,6.63,8.62
1998-01-23,5.53,6.23,6.26,6.75,8.66
1998-01-26,5.49,6.19,6.22,6.71,8.64
1998-01-27,5.57,6.24,6.28,6.76,8.67
1998-01-28,5.54,6.25,6.29,6.78,8.66
1998-01-29,5.43,6.14,6.19,6.68,8.61
1998-01-30,5.39,6.12,6.16,6.69,8.6
1998-02-02,5.43,6.15,6.2,6.71,8.62
1998-02-03,5.41,6.14,6.19,6.7,8.62
1998-02-04,5.41,6.15,6.2,6.7,8.62
1998-02-05,5.46,6.2,6.24,6.75,8.63
1998-02-06,5.48,6.2,6.24,6.75,8.63
1998-02-09,5.51,6.23,6.27,6.78,8.64
1998-02-10,5.49,6.22,6.26,6.77,8.64
1998-02-11,5.46,6.16,6.21,6.72,8.61
1998-02-12,5.46,6.15,6.2,6.71,8.6
1998-02-13,5.44,6.12,6.17,6.68,8.59
1998-02-17,5.41,6.07,6.13,6.64,8.56
1998-02-18,5.44,6.11,6.17,6.68,8.56
1998-02-19,5.47,6.13,6.19,6.7,8.57
1998-02-20,5.49,6.14,6.21,6.71,8.58
1998-02-23,5.53,6.19,6.25,6.75,8.59
1998-02-24,5.66,6.28,6.35,6.84,8.64
1998-02-25,5.6,6.24,6.31,6.81,8.64
1998-02-26,5.62,6.26,6.33,6.83,8.64
1998-02-27,5.59,6.23,6.3,6.8,8.64
1998-03-02,5.67,6.3,6.38,6.87,8.67
1998-03-03,5.72,6.35,6.43,6.92,8.71
1998-03-04,5.71,6.35,6.42,6.91,8.72
1998-03-05,5.71,6.36,6.42,6.92,8.73
1998-03-06,5.65,6.31,6.38,6.87,8.72
1998-03-09,5.61,6.25,6.33,6.82,8.71
1998-03-10,5.62,6.25,6.33,6.83,8.71
1998-03-11,5.57,6.23,6.3,6.8,8.69
1998-03-12,5.52,6.17,6.24,6.74,8.66
1998-03-13,5.54,6.18,6.25,6.75,8.66
1998-03-16,5.52,6.15,6.22,6.72,8.61
1998-03-17,5.53,6.18,6.24,6.74,8.61
1998-03-18,5.55,6.2,6.26,6.76,8.6
1998-03-19,5.56,6.2,6.26,6.76,8.6
1998-03-20,5.56,6.19,6.26,6.75,8.58
1998-03-23,5.56,6.18,6.25,6.75,8.57
1998-03-24,5.57,6.18,6.25,6.74,8.56
1998-03-25,5.62,6.25,6.32,6.81,8.58
1998-03-26,5.66,6.28,6.35,6.84,8.58
1998-03-27,5.67,6.28,6.36,6.85,8.57
1998-03-30,5.7,6.31,6.38,6.87,8.59
1998-03-31,5.64,6.26,6.31,6.81,8.66
1998-04-01,5.59,6.21,6.26,6.76,8.63
1998-04-02,5.54,6.17,6.22,6.72,8.62
1998-04-03,5.44,6.09,6.13,6.64,8.58
1998-04-06,5.49,6.13,6.17,6.68,8.58
1998-04-07,5.5,6.15,6.19,6.69,8.6
1998-04-08,5.54,6.18,6.23,6.73,8.61
1998-04-09,5.56,6.19,6.24,6.74,8.61
1998-04-13,5.64,6.25,6.3,6.81,8.64
1998-04-14,5.6,6.21,6.27,6.77,8.63
1998-04-15,5.59,6.2,6.24,6.75,8.6
1998-04-16,5.57,6.18,6.22,6.73,8.59
1998-04-17,5.57,6.18,6.23,6.74,8.59
1998-04-20,5.61,6.23,6.28,6.78,8.6
1998-04-21,5.66,6.27,6.31,6.82,8.62
1998-04-22,5.66,6.27,6.32,6.82,8.62
1998-04-23,5.66,6.28,6.32,6.83,8.62
1998-04-24,5.65,6.26,6.3,6.81,8.61
1998-04-27,5.77,6.37,6.43,6.93,8.73
1998-04-28,5.78,6.38,6.44,6.94,8.72
1998-04-29,5.78,6.4,6.44,6.94,8.74
1998-04-30,5.65,6.27,6.3,6.82,8.82
1998-05-01,5.63,6.25,6.29,6.8,8.79
1998-05-04,5.63,6.25,6.29,6.81,8.77
1998-05-05,5.66,6.28,6.32,6.84,8.78
1998-05-06,5.6,6.26,6.27,6.79,8.77
1998-05-07,5.6,6.26,6.28,6.81,8.78
1998-05-08,5.65,6.29,6.31,6.83,8.79
1998-05-11,5.72,6.36,6.38,6.9,8.83
1998-05-12,5.65,6.29,6.31,6.83,8.83
1998-05-13,5.63,6.27,6.29,6.81,8.82
1998-05-14,5.66,6.29,6.32,6.84,8.84
1998-05-15,5.67,6.29,6.31,6.83,8.83
1998-05-18,5.63,6.24,6.27,6.78,8.82
1998-05-19,5.63,6.25,6.29,6.8,8.83
1998-05-20,5.6,6.22,6.25,6.76,8.82
1998-05-21,5.66,6.27,6.3,6.81,8.83
1998-05-22,5.65,6.25,6.29,6.79,8.82
1998-05-26,5.6,6.2,6.23,6.74,8.8
1998-05-27,5.57,6.18,6.21,6.72,8.8
1998-05-28,5.56,6.19,6.22,6.73,8.8
1998-05-29,5.56,6.18,6.21,6.71,8.79
1998-06-01,5.53,6.18,6.17,6.68,8.9
1998-06-02,5.56,6.2,6.19,6.71,8.9
1998-06-03,5.57,6.21,6.2,6.73,8.9
1998-06-04,5.6,6.23,6.22,6.75,8.9
1998-06-05,5.6,6.22,6.21,6.74,8.9
1998-06-08,5.6,6.22,6.22,6.74,8.89
1998-06-09,5.61,6.22,6.22,6.74,8.89
1998-06-10,5.55,6.16,6.16,6.67,8.88
1998-06-11,5.46,6.09,6.09,6.61,8.86
1998-06-12,5.43,6.08,6.08,6.6,8.86
1998-06-15,5.42,6.04,6.05,6.57,8.85
1998-06-16,5.49,6.1,6.11,6.63,8.9
1998-06-17,5.57,6.18,6.2,6.71,8.95
1998-06-18,5.55,6.14,6.16,6.68,8.93
1998-06-19,5.52,6.12,6.14,6.65,8.92
1998-06-22,5.52,6.11,6.13,6.64,8.93
1998-06-23,5.51,6.11,6.12,6.64,8.94
1998-06-24,5.48,6.11,6.13,6.64,8.92
1998-06-25,5.5,6.12,6.14,6.64,8.91
1998-06-26,5.49,6.11,6.13,6.64,8.9
1998-06-29,5.5,6.12,6.13,6.65,8.91
1998-06-30,5.47,6.11,6.14,6.67,9.04
1998-07-01,5.43,6.09,6.12,6.65,9.02
1998-07-02,5.43,6.07,6.1,6.63,9.01
1998-07-06,5.4,6.05,6.08,6.61,9.0
1998-07-07,5.43,6.07,6.1,6.63,9.0
1998-07-08,5.43,6.08,6.12,6.65,8.99
1998-07-09,5.4,6.06,6.09,6.63,8.98
1998-07-10,5.4,6.07,6.1,6.63,8.98
1998-07-13,5.45,6.12,6.15,6.68,8.99
1998-07-14,5.47,6.15,6.17,6.71,8.99
1998-07-15,5.46,6.14,6.16,6.7,8.96
1998-07-16,5.48,6.16,6.18,6.72,8.97
1998-07-17,5.49,6.17,6.19,6.73,8.98
1998-07-20,5.47,6.14,6.17,6.71,8.96
1998-07-21,5.46,6.11,6.14,6.67,8.94
1998-07-22,5.47,6.12,6.16,6.68,8.94
1998-07-23,5.46,6.1,6.14,6.67,8.94
1998-07-24,5.48,6.12,6.15,6.68,8.94
1998-07-27,5.49,6.13,6.16,6.69,8.95
1998-07-28,5.49,6.14,6.16,6.7,8.93
1998-07-29,5.52,6.18,6.2,6.75,8.99
1998-07-30,5.52,6.17,6.2,6.75,8.99
1998-07-31,5.52,6.18,6.21,6.79,9.06
1998-08-03,5.46,6.13,6.15,6.74,9.05
1998-08-04,5.44,6.1,6.13,6.71,9.08
1998-08-05,5.43,6.1,6.12,6.71,9.1
1998-08-06,5.43,6.1,6.13,6.73,9.1
1998-08-07,5.39,6.07,6.09,6.69,9.12
1998-08-10,5.39,6.06,6.09,6.69,9.15
1998-08-11,5.33,6.03,6.06,6.66,9.28
1998-08-12,5.34,6.05,6.08,6.68,9.3
1998-08-13,5.38,6.08,6.12,6.72,9.34
1998-08-14,5.34,6.06,6.08,6.68,9.33
1998-08-17,5.33,6.05,6.08,6.68,9.38
1998-08-18,5.35,6.07,6.1,6.71,9.41
1998-08-19,5.35,6.07,6.11,6.71,9.42
1998-08-20,5.32,6.04,6.09,6.68,9.43
1998-08-21,5.24,5.99,6.02,6.63,9.55
1998-08-24,5.19,5.97,6.01,6.64,9.57
1998-08-25,5.13,5.93,5.98,6.6,9.6
1998-08-26,5.11,5.94,5.97,6.58,9.7
1998-08-27,4.97,5.88,5.9,6.53,9.97
1998-08-28,4.94,5.92,5.95,6.63,10.1
1998-08-31,4.91,5.97,6.1,6.92,10.38
1998-09-01,4.91,6.0,6.1,6.93,10.45
1998-09-02,4.96,6.03,6.14,6.96,10.47
1998-09-03,4.91,5.99,6.09,6.91,10.47
1998-09-04,4.9,5.98,6.07,6.9,10.48
1998-09-08,4.89,5.99,6.09,6.91,10.45
1998-09-09,4.79,5.9,5.98,6.81,10.47
1998-09-10,4.55,5.76,5.83,6.66,10.52
1998-09-11,4.65,5.81,5.9,6.73,10.62
1998-09-14,4.65,5.88,5.92,6.75,10.62
1998-09-15,4.68,5.9,5.94,6.77,10.64
1998-09-16,4.69,5.91,5.93,6.75,10.63
1998-09-17,4.6,5.84,5.87,6.7,10.58
1998-09-18,4.5,5.8,5.82,6.64,10.59
1998-09-21,4.51,5.78,5.81,6.64,10.58
1998-09-22,4.57,5.82,5.86,6.68,10.56
1998-09-23,4.48,5.78,5.81,6.63,10.5
1998-09-24,4.43,5.75,5.77,6.58,10.46
1998-09-25,4.4,5.73,5.73,6.56,10.45
1998-09-28,4.4,5.74,5.75,6.57,10.44
1998-09-29,4.4,5.74,5.76,6.59,10.45
1998-09-30,4.23,5.51,5.58,6.5,10.48
1998-10-01,4.1,5.38,5.46,6.39,10.46
1998-10-02,4.08,5.39,5.48,6.41,10.52
1998-10-05,3.95,5.29,5.39,6.3,10.58
1998-10-06,4.05,5.33,5.44,6.36,10.62
1998-10-07,4.13,5.43,5.54,6.46,10.7
1998-10-08,4.29,5.54,5.65,6.62,11.05
1998-10-09,4.46,5.76,5.86,6.83,11.2
1998-10-13,4.37,5.75,5.85,6.8,11.19
1998-10-14,4.23,5.66,5.74,6.69,11.29
1998-10-15,4.23,5.65,5.76,6.69,11.34
1998-10-16,4.04,5.51,5.59,6.57,11.31
1998-10-19,4.06,5.52,5.61,6.58,11.31
1998-10-20,4.14,5.6,5.69,6.65,11.26
1998-10-21,4.17,5.61,5.7,6.68,11.23
1998-10-22,4.19,5.65,5.74,6.72,11.18
1998-10-23,4.28,5.68,5.8,6.76,11.14
1998-10-26,4.32,5.7,5.81,6.76,11.11
1998-10-27,4.23,5.62,5.72,6.68,11.08
1998-10-28,4.18,5.61,5.69,6.66,11.09
1998-10-29,4.13,5.57,5.69,6.65,11.05
1998-10-30,4.24,5.63,5.76,6.8,11.02
1998-11-02,4.39,5.71,5.87,6.93,11.11
1998-11-03,4.33,5.74,5.88,6.92,11.04
1998-11-04,4.48,5.86,6.0,7.03,11.05
1998-11-05,4.48,5.79,5.97,7.01,11.02
1998-11-06,4.58,5.92,6.09,7.11,11.01
1998-11-09,4.55,5.86,5.99,7.03,10.91
1998-11-10,4.5,5.79,5.96,6.99,10.82
1998-11-12,4.47,5.77,5.91,6.95,10.72
1998-11-13,4.53,5.79,5.94,6.98,10.67
1998-11-16,4.55,5.82,5.96,6.99,10.59
1998-11-17,4.57,5.82,5.96,7.01,10.53
1998-11-18,4.58,5.8,5.93,6.97,10.49
1998-11-19,4.63,5.83,5.96,6.98,10.44
1998-11-20,4.6,5.81,5.93,6.95,10.41
1998-11-23,4.6,5.82,5.94,6.97,10.39
1998-11-24,4.63,5.82,5.93,6.94,10.36
1998-11-25,4.63,5.79,5.89,6.9,10.32
1998-11-27,4.6,5.77,5.86,6.87,10.31
1998-11-30,4.51,5.58,5.68,6.71,10.29
1998-12-01,4.43,5.53,5.64,6.65,10.27
1998-12-02,4.31,5.47,5.58,6.58,10.26
1998-12-03,4.31,5.46,5.57,6.58,10.25
1998-12-04,4.38,5.52,5.63,6.64,10.28
1998-12-07,4.47,5.58,5.71,6.7,10.31
1998-12-08,4.4,5.49,5.63,6.61,10.29
1998-12-09,4.37,5.47,5.6,6.59,10.29
1998-12-10,4.33,5.44,5.57,6.55,10.29
1998-12-11,4.39,5.54,5.68,6.64,10.34
1998-12-14,4.35,5.51,5.65,6.64,10.38
1998-12-15,4.39,5.56,5.71,6.7,10.38
1998-12-16,4.34,5.52,5.67,6.66,10.4
1998-12-17,4.34,5.51,5.65,6.65,10.4
1998-12-18,4.38,5.52,5.66,6.65,10.4
1998-12-21,4.45,5.58,5.75,6.73,10.42
1998-12-22,4.5,5.63,5.81,6.79,10.43
1998-12-23,4.65,5.74,5.93,6.9,10.45
1998-12-24,4.74,5.77,6.0,6.95,10.45
1998-12-28,4.66,5.7,6.01,6.89,10.42
1998-12-29,4.6,5.66,6.02,6.83,10.41
1998-12-30,4.55,5.61,6.16,6.76,10.39
1998-12-31,4.56,5.6,5.67,6.7,10.53
1999-01-04,4.57,5.62,5.68,6.72,10.51
1999-01-05,4.62,5.68,5.75,6.78,10.51
1999-01-06,4.61,5.66,5.72,6.75,10.48
1999-01-07,4.62,5.7,5.75,6.8,10.49
1999-01-08,4.72,5.75,5.81,6.84,10.47
1999-01-11,4.76,5.79,5.84,6.87,10.49
1999-01-12,4.68,5.72,5.76,6.8,10.47
1999-01-13,4.6,5.66,5.7,6.73,10.54
1999-01-14,4.48,5.56,5.6,6.63,10.52
1999-01-15,4.54,5.63,5.69,6.69,10.53
1999-01-19,4.6,5.65,5.72,6.71,10.49
1999-01-20,4.65,5.69,5.76,6.74,10.47
1999-01-21,4.6,5.64,5.71,6.7,10.45
1999-01-22,4.54,5.6,5.67,6.64,10.45
1999-01-25,4.55,5.61,5.68,6.66,10.43
1999-01-26,4.58,5.63,5.7,6.68,10.43
